"V8","V9","id","cond","complete","info","consent","intro","sync","neutral","inst.sync","inst.neutral","coordinated.study2_9","sameteam.study2_1","connected.study1_1","trust.study1_1","similar.study2_1","happy.study1_1","frustrated.study2_1","manipcheck.study2_1","attn_1","race","hispanic.latino","memory","gender","gender_TEXT","age","DO.BR.FL_8","DO.BL.Demo","DO.Q.memory","LocationLatitude","LocationLongitude","LocationAccuracy","difftime","HowSynch","SameTeam","Connected","Trust","Similar","Happy","studytype"
0018-07-09 19:11:00,0018-07-09 19:14:00,180130,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,3,5,4,4,3,1,7,3,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|memory|gender|age","5|2|1|6",40.35949707,-74.26280212,-1,3,3,5,4,4,3,1,"imagined"
0018-07-09 21:32:00,0018-07-09 21:39:00,180388,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,7,7,6,6,4,4,6,3,"More than One Race","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|age|gender|memory","5|6|2|1",42.38000488,-71.13289642,-1,7,6,7,7,6,6,4,"imagined"
0018-07-10 09:46:00,0018-07-10 09:51:00,180235,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,6,6,5,5,3,6,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,59,"FL_5","race|hispanic/latino|age|memory|gender","1|6|5|2",41.51119995,-71.37779999,-1,5,6,7,6,6,5,5,"imagined"
0018-07-10 12:23:00,0018-07-10 12:26:00,180835,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,2,5,2,4,5,4,3,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|age|memory|gender","2|5|6|1",42.38000488,-71.13289642,-1,3,5,5,2,4,5,4,"imagined"
0018-07-10 19:11:00,0018-07-10 19:15:00,180250,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,2,6,2,1,2,2,5,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,18,"FL_5","race|hispanic/latino|age|memory|gender","1|5|2|6",42.38000488,-71.13289642,-1,4,6,6,2,1,2,2,"imagined"
0018-07-11 08:47:00,0018-07-11 08:49:00,181027,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,7,5,4,6,3,2,7,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,28,"FL_5","race|hispanic/latino|age|memory|gender","6|1|2|5",40.76620483,-73.98619843,-1,2,7,7,5,4,6,3,"imagined"
0018-07-11 09:08:00,0018-07-11 09:09:00,180037,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,5,4,2,3,4,4,7,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|age|memory|gender","5|1|6|2",42.39549255,-71.18160248,-1,1,7,5,4,2,3,4,"imagined"
0018-07-11 14:35:00,0018-07-11 14:38:00,181039,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,6,6,4,4,5,5,6,3,"More than One Race","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|gender|memory|age","5|2|6|1",42.38000488,-71.13289642,-1,3,6,6,6,4,4,5,"imagined"
0018-07-12 08:44:00,0018-07-12 08:47:00,180592,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,5,4,7,4,4,4,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,16,"FL_5","race|hispanic/latino|memory|gender|age","1|6|2|5",42.38000488,-71.13289642,-1,3,4,7,5,4,7,4,"imagined"
0018-07-12 09:19:00,0018-07-12 09:22:00,180424,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,6,4,4,4,3,5,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|age|gender|memory","5|6|1|2",42.38000488,-71.13289642,-1,3,6,6,4,4,4,3,"imagined"
0018-07-12 10:15:00,0018-07-12 10:17:00,180841,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,5,3,4,5,1,6,3,"More than One Race","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,15,"FL_5","race|hispanic/latino|gender|memory|age","1|6|2|5",42.38000488,-71.13289642,-1,2,6,6,5,3,4,5,"imagined"
0018-07-12 13:21:00,0018-07-12 13:23:00,180586,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,3,3,2,6,3,4,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|gender|age|memory","5|6|1|2",42.38000488,-71.13289642,-1,2,5,3,3,2,6,3,"imagined"
0018-07-12 21:01:00,0018-07-12 21:04:00,180484,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,6,4,5,4,6,4,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|age|gender|memory","1|2|5|6",42.37309265,-71.0161972,-1,3,4,6,6,4,5,4,"imagined"
0018-07-14 20:47:00,0018-07-14 20:50:00,180520,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,6,3,1,4,4,1,6,3,"Prefer not to say","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|memory|gender|age","5|2|6|1",42.38000488,-71.13289642,-1,3,6,6,3,1,4,4,"imagined"
0018-07-15 15:21:00,0018-07-15 15:31:00,180490,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,3,2,2,2,4,4,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|memory|gender|age","6|1|5|2",42.38000488,-71.13289642,-1,10,5,3,2,2,2,4,"imagined"
0018-07-16 19:18:00,0018-07-16 19:21:00,181126,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,6,5,5,5,4,4,7,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|gender|age|memory","6|1|5|2",42.38000488,-71.13289642,-1,3,7,6,5,5,5,4,"imagined"
0018-07-17 11:34:00,0018-07-17 11:36:00,180331,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,5,3,2,2,6,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|gender|memory|age","5|1|2|6",42.38000488,-71.13289642,-1,2,5,6,5,3,2,2,"imagined"
0018-07-17 22:09:00,0018-07-17 22:12:00,181168,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,5,4,4,4,4,7,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,46,"FL_5","race|hispanic/latino|gender|memory|age","2|5|1|6",42.37510681,-71.10559845,-1,3,7,6,5,4,4,4,"imagined"
0018-07-18 07:09:00,0018-07-18 07:12:00,180481,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,7,6,6,5,4,3,6,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,37,"FL_5","race|hispanic/latino|memory|gender|age","1|2|6|5",42.36459351,-71.10279846,-1,3,6,7,6,6,5,4,"imagined"
0018-07-18 17:05:00,0018-07-18 17:07:00,181414,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,5,5,3,5,4,5,5,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,28,"FL_5","race|hispanic/latino|gender|age|memory","1|5|6|2",42.18179321,-71.19619751,-1,2,5,5,5,3,5,4,"imagined"
0018-07-19 08:53:00,0018-07-19 08:55:00,180238,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,7,7,7,3,3,3,7,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,49,"FL_5","race|hispanic/latino|memory|age|gender","5|1|2|6",32.77870178,-96.82170105,-1,2,7,7,7,7,3,3,"imagined"
0018-07-20 07:32:00,0018-07-20 07:36:00,180406,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,4,5,5,4,3,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,15,"FL_5","race|hispanic/latino|gender|age|memory","6|2|5|1",42.38000488,-71.13289642,-1,4,6,6,4,5,5,4,"imagined"
0018-07-20 08:23:00,0018-07-20 08:28:00,180499,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,6,6,4,3,3,6,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|memory|age|gender","5|1|2|6",42.38000488,-71.13289642,-1,5,5,6,6,4,3,3,"imagined"
0018-07-20 08:42:00,0018-07-20 08:44:00,180352,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,5,5,2,5,4,3,4,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|age|memory|gender","6|5|2|1",42.39309692,-71.1344986,-1,2,4,5,5,2,5,4,"imagined"
0018-07-21 08:56:00,0018-07-21 08:59:00,180577,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,6,6,7,5,5,6,3,"American Indian/ Alaska Native","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|memory|age|gender","1|6|2|5",42.38000488,-71.13289642,-1,3,6,7,6,6,7,5,"imagined"
0018-07-21 15:31:00,0018-07-21 15:34:00,181405,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,6,5,6,5,1,6,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|age|memory|gender","6|5|2|1",42.38000488,-71.13289642,-1,3,6,7,6,5,6,5,"imagined"
0018-07-23 15:59:00,0018-07-23 16:02:00,180412,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,6,6,6,6,4,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|age|memory|gender","2|1|5|6",42.38000488,-71.13289642,-1,3,5,6,6,6,6,6,"imagined"
0018-07-24 11:23:00,0018-07-24 11:27:00,180451,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,5,4,5,4,2,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|gender|memory|age","6|2|5|1",42.38000488,-71.13289642,-1,4,6,6,5,4,5,4,"imagined"
0018-07-25 23:23:00,0018-07-25 23:29:00,181606,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,5,4,5,4,2,4,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|age|memory|gender","5|2|1|6",42.38000488,-71.13289642,-1,6,4,6,5,4,5,4,"imagined"
0018-07-26 14:35:00,0018-07-26 14:39:00,179962,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,7,6,6,5,5,4,6,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,22,"FL_5","race|hispanic/latino|memory|age|gender","6|1|2|5",42.28930664,-71.79440308,-1,4,6,7,6,6,5,5,"imagined"
0018-07-27 16:48:00,0018-07-27 16:51:00,180187,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,5,6,3,4,4,4,5,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,24,"FL_5","race|hispanic/latino|gender|age|memory","5|2|6|1",42.32209778,-71.13339996,-1,3,5,5,6,3,4,4,"imagined"
0018-07-30 17:01:00,0018-07-30 17:05:00,181711,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,5,5,7,4,5,5,3,"Prefer not to say","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|age|gender|memory","6|1|2|5",42.38000488,-71.13289642,-1,4,5,6,5,5,7,4,"imagined"
0018-07-31 08:33:00,0018-07-31 08:35:00,180397,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,6,4,3,5,2,4,5,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,31,"FL_5","race|hispanic/latino|gender|age|memory","6|1|2|5",37.75100708,-97.8219986,-1,2,5,6,4,3,5,2,"imagined"
0018-07-31 11:42:00,0018-07-31 11:45:00,180823,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,5,4,3,4,5,1,7,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|memory|gender|age","1|6|5|2",42.38000488,-71.13289642,-1,3,7,5,4,3,4,5,"imagined"
0018-07-31 21:05:00,0018-07-31 21:08:00,181765,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,1,1,2,3,6,7,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,16,"FL_5","race|hispanic/latino|age|memory|gender","5|2|1|6",42.24290466,-71.00980377,-1,3,7,6,1,1,2,3,"imagined"
0018-08-03 08:28:00,0018-08-03 08:31:00,180163,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,5,3,6,4,3,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,17,"FL_5","race|hispanic/latino|memory|age|gender","6|1|5|2",42.38000488,-71.13289642,-1,3,6,6,5,3,6,4,"imagined"
0018-08-08 14:00:00,0018-08-08 14:03:00,181867,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,2,5,2,1,6,3,3,4,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,27,"FL_5","race|hispanic/latino|memory|gender|age","6|5|2|1",42.2848053,-71.07409668,-1,3,4,5,2,1,6,3,"imagined"
0018-08-11 22:45:00,0018-08-11 22:50:00,181912,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,5,5,6,5,6,4,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female",NA,17,"FL_5","race|hispanic/latino|gender|memory|age","6|1|2|5",20,77,-1,5,6,5,5,6,5,6,"imagined"
0018-08-13 09:11:00,0018-08-13 09:13:00,181630,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,6,4,6,4,4,6,3,"Prefer not to say","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male",NA,45,"FL_5","race|hispanic/latino|memory|age|gender","6|5|2|1",42.36459351,-71.10279846,-1,2,6,7,6,4,6,4,"imagined"
0018-07-09 20:32:00,0018-07-09 20:37:00,180268,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,5,3,2,5,5,1,7,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male",NA,17,"FL_7","race|hispanic/latino|gender|age|memory","5|6|1|2",42.38000488,-71.13289642,-1,5,7,5,3,2,5,5,"imagined"
0018-07-10 10:45:00,0018-07-10 10:51:00,180517,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,1,1,2,6,4,6,3,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|memory|gender","5|2|6|1",42.38000488,-71.13289642,-1,6,3,1,1,2,6,4,"imagined"
0018-07-10 18:03:00,0018-07-10 18:05:00,180349,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,1,3,1,1,5,7,2,1,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|gender|memory|age","1|2|6|5",42.38000488,-71.13289642,-1,2,1,3,1,1,5,7,"imagined"
0018-07-10 18:15:00,0018-07-10 18:21:00,180673,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,4,1,4,4,4,5,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|memory|gender","6|5|1|2",42.38000488,-71.13289642,-1,6,5,4,1,4,4,4,"imagined"
0018-07-10 18:51:00,0018-07-10 18:54:00,181021,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,3,1,2,6,5,2,2,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Male",NA,18,"FL_7","race|hispanic/latino|gender|memory|age","5|6|2|1",42.38000488,-71.13289642,-1,3,2,3,1,2,6,5,"imagined"
0018-07-10 20:35:00,0018-07-10 20:37:00,180529,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,2,2,3,4,5,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|gender|memory","6|1|2|5",42.38000488,-71.13289642,-1,2,3,2,2,2,3,4,"imagined"
0018-07-11 11:56:00,0018-07-11 11:58:00,180070,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,1,2,1,5,4,1,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|gender|memory","5|2|6|1",42.38000488,-71.13289642,-1,2,3,1,2,1,5,4,"imagined"
0018-07-11 14:31:00,0018-07-11 14:34:00,180430,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,6,5,4,5,4,4,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|memory|age|gender","5|2|6|1",42.38000488,-71.13289642,-1,3,5,6,5,4,5,4,"imagined"
0018-07-11 17:43:00,0018-07-11 17:50:00,180745,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,4,2,4,6,4,5,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|gender|memory","6|1|5|2",42.38000488,-71.13289642,-1,7,5,4,2,4,6,4,"imagined"
0018-07-12 08:35:00,0018-07-12 08:37:00,180259,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,3,4,2,5,5,4,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male",NA,17,"FL_7","race|hispanic/latino|memory|gender|age","2|6|1|5",42.38000488,-71.13289642,-1,2,5,3,4,2,5,5,"imagined"
0018-07-12 08:58:00,0018-07-12 09:00:00,180265,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,1,2,2,3,4,4,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|age|memory|gender","1|5|6|2",42.38000488,-71.13289642,-1,2,5,1,2,2,3,4,"imagined"
0018-07-12 10:06:00,0018-07-12 10:08:00,181048,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,6,2,2,1,4,5,7,3,"Prefer not to say","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|memory|gender|age","1|5|6|2",42.38000488,-71.13289642,-1,2,7,6,2,2,1,4,"imagined"
0018-07-12 11:40:00,0018-07-12 11:44:00,180247,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,7,3,4,5,5,4,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|memory|gender|age","1|2|6|5",42.38000488,-71.13289642,-1,4,6,7,3,4,5,5,"imagined"
0018-07-12 19:53:00,0018-07-12 19:56:00,179629,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,7,5,4,4,5,7,2,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|memory|gender|age","6|5|2|1",42.38000488,-71.13289642,-1,3,5,5,4,4,5,7,"imagined"
0018-07-13 17:34:00,0018-07-13 17:38:00,181147,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,2,2,1,4,1,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|gender|age|memory","6|2|5|1",42.38000488,-71.13289642,-1,4,6,3,2,2,1,4,"imagined"
0018-07-14 15:29:00,0018-07-14 15:34:00,180448,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,3,3,3,4,4,2,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|gender|memory","6|1|2|5",42.38000488,-71.13289642,-1,5,5,3,3,3,4,4,"imagined"
0018-07-14 20:56:00,0018-07-14 20:59:00,180907,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,4,3,2,4,5,2,1,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|age|memory|gender","6|2|5|1",42.38000488,-71.13289642,-1,3,1,4,3,2,4,5,"imagined"
0018-07-16 23:13:00,0018-07-16 23:16:00,181309,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,6,6,4,6,4,5,4,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|memory|age|gender","6|5|1|2",42.38000488,-71.13289642,-1,3,4,6,6,4,6,4,"imagined"
0018-07-17 02:53:00,0018-07-17 02:59:00,179923,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,5,4,3,6,4,5,3,"Prefer not to say","Prefer not to say","Take a walk around campus.  Do not talk with one another.","Female",NA,53,"FL_7","race|hispanic/latino|age|memory|gender","1|6|2|5",50.83329773,4.333297729,-1,6,5,5,5,4,3,6,"imagined"
0018-07-17 19:22:00,0018-07-17 19:28:00,180262,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,7,2,1,2,2,4,4,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|gender|age|memory","1|2|6|5",42.38000488,-71.13289642,-1,6,4,7,2,1,2,2,"imagined"
0018-07-18 12:15:00,0018-07-18 12:18:00,180733,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,4,3,3,5,3,6,2,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male",NA,16,"FL_7","race|hispanic/latino|gender|age|memory","5|2|6|1",42.38000488,-71.13289642,-1,3,2,4,3,3,5,3,"imagined"
0018-07-18 19:32:00,0018-07-18 19:33:00,181189,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,2,4,2,7,4,4,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,23,"FL_7","race|hispanic/latino|age|memory|gender","6|2|1|5",37.75100708,-97.8219986,-1,1,6,2,4,2,7,4,"imagined"
0018-07-18 21:04:00,0018-07-18 21:06:00,181408,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,6,5,4,4,4,4,5,3,"Prefer not to say","Prefer not to say","Take a walk around campus.  Do not talk with one another.","Male",NA,42,"FL_7","race|hispanic/latino|memory|gender|age","5|1|2|6",43.66549683,-79.42040253,-1,2,5,6,5,4,4,4,"imagined"
0018-07-19 08:56:00,0018-07-19 09:02:00,181438,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,2,2,2,2,3,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|age|gender|memory","5|6|2|1",42.38000488,-71.13289642,-1,6,3,2,2,2,2,2,"imagined"
0018-07-20 07:40:00,0018-07-20 07:42:00,180304,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,6,6,5,5,5,1,7,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male",NA,35,"FL_7","race|hispanic/latino|memory|gender|age","2|6|5|1",41.54969788,-72.65309906,-1,2,7,6,6,5,5,5,"imagined"
0018-07-20 08:32:00,0018-07-20 08:34:00,180322,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,2,2,2,2,3,3,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|memory|gender|age","6|2|1|5",42.38000488,-71.13289642,-1,2,6,2,2,2,2,3,"imagined"
0018-07-20 16:09:00,0018-07-20 16:13:00,181123,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,6,6,6,5,4,2,6,3,"Prefer not to say","No","Take a walk around campus.  Do not talk with one another.","Male",NA,16,"FL_7","race|hispanic/latino|age|memory|gender","6|5|2|1",42.38000488,-71.13289642,-1,4,6,6,6,6,5,4,"imagined"
